Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
745,Mario Party 2,Misc,E,N64,Nintendo,Hudson Soft,,,2.48,,,,,,2000
746,Saints Row: The Third,Action,M,PS3,THQ,Volition Inc.,8.3,,,2.48,0.86,1.06,0.18,0.37,2011
747,Tomb Raider: The Last Revelation,Action,T,PS,Eidos Interactive,Core Design Ltd.,,,,2.48,1.15,1.14,0.06,0.13,1999
748,Assassin's Creed Origins,Action,M,XOne,Ubisoft,Ubisoft Montreal,,,,2.47,1.34,0.92,,0.22,2017
749,Pure,Racing,E,X360,Disney Interactive Studios,Black Rock Studio,8.3,,,2.47,1.38,0.84,0,0.25,2008
750,Rock Band,Misc,T,X360,MTV Games,Harmonix Music Systems,9.1,,,2.47,1.93,0.33,,0.21,2007
751,Minecraft,Misc,E10,PSV,Sony Computer Entertainment America,4J Studios,,,,2.47,0.22,0.73,1.25,0.27,2014
752,WarioWare Touched!,Puzzle,E,DS,Nintendo,Intelligent Systems,7.8,,2.47,,,,,,2005
753,Resistance 2,Shooter,M,PS3,Sony Computer Entertainment,Insomniac Games,8.5,8.7,,2.47,1.15,0.84,0.1,0.38,2008
754,Batman: Arkham City,Action,T,PC,Warner Bros. Interactive,Rocksteady Studios,9,,2.47,,,,,,2011
755,Madden NFL 16,Sports,E,XOne,EA Sports,EA Tiburon,8.4,,,2.47,2.13,0.08,,0.26,2015
756,Mario Party 4,Misc,E,GC,Nintendo,Hudson Soft,7,,2.46,,,,,,2002
757,Dying Light,Action,M,PS4,Warner Bros. Interactive,Techland,,,,2.45,1.18,0.74,0.13,0.4,2015
758,LEGO Harry Potter: Years 1-4,Adventure,E10,Wii,Warner Bros. Interactive,Traveller's Tales,7.9,,,2.45,1.29,0.94,,0.22,2010
759,uDraw Studio,Misc,E,Wii,THQ,"Pipeworks Software, Inc.",,,,2.44,1.65,0.58,,0.21,2010
760,Madden NFL 17,Sports,E,XOne,EA Sports,EA Tiburon,8.1,,,2.44,2.14,0.04,,0.26,2016
761,Twisted Metal 2,Racing,T,PS,Sony Computer Entertainment,SingleTrac,8.7,,,2.44,2.12,0.25,,0.07,1996
762,The Sims: Bustin' Out,Simulation,T,PS2,Electronic Arts,Maxis,,,,2.43,1.07,1.19,,0.18,2003
763,Paper Mario: Sticker Star,Role-Playing,E,3DS,Nintendo,Intelligent Systems,,,2.43,,,,,,2012
764,Need for Speed Carbon: Own the City,Racing,E10,PSP,Electronic Arts,EA Black Box,7.4,,,2.42,0.87,0.97,,0.58,2006
765,Donkey Kong Country Returns 3D,Platform,E,3DS,Nintendo,Monster Games,8.6,,2.42,,,,,,2013
766,Ice Hockey,Sports,,NES,Nintendo,Nintendo,,,2.42,,,,,,1988
767,Kirby Star Allies,Platform,E10,NS,Nintendo,HAL Laboratory,8.1,10,2.42,,,,,,2018
768,Sonic Adventure,Platform,E,DC,Sega,Sonic Team,8.9,,,2.42,1.26,0.61,0.46,0.08,1999
769,Tom Clancy's Rainbow Six: Vegas 2,Shooter,M,X360,Ubisoft,Ubisoft Montreal,8.2,,,2.42,1.56,0.61,0.02,0.23,2008
770,God of War Collection,Action,M,PS3,Sony Computer Entertainment,Bluepoint Games,9.2,,2.42,,,,,,2009
771,Kinect: Disneyland Adventures,Action-Adventure,E10,X360,Microsoft Studios,Frontier Developments,8.5,,,2.41,1.73,0.43,0.02,0.23,2011
772,Pro Evolution Soccer 2011,Sports,E,PS3,Konami,Konami,6,,,2.41,0.29,1.18,0.54,0.41,2010
773,ATV Offroad Fury,Racing,E,PS2,Sony Computer Entertainment,Rainbow Studios,8.4,,,2.41,2.07,0.26,,0.08,2001
774,Pokemon Colosseum,Role-Playing,E,GC,Nintendo,Genius Sonority Inc.,7,,2.41,,,,,,2004
775,NBA 2K16,Sports,E10,XOne,2K Sports,Visual Concepts,8.3,,,2.41,2.01,0.15,,0.25,2015
776,Halo: Combat Evolved Anniversary,Shooter,M,X360,Microsoft Studios,343 Industries,8,,,2.41,1.44,0.71,0.04,0.22,2011
777,Need for Speed: ProStreet,Racing,E10,PS2,Electronic Arts,EA Black Box,,,,2.41,0.69,0,0.04,1.68,2007
778,Tetris Plus,Puzzle,E,PS,Jaleco,Atlus Co.,,,,2.4,2.1,0.24,,0.07,1996
779,Forza Motorsport 5,Racing,E,XOne,Microsoft Studios,Turn 10 Studios,,,,2.4,1.28,0.9,0.01,0.21,2013
780,Midnight Club: Los Angeles,Racing,T,X360,Rockstar Games,Rockstar San Diego,8,,,2.4,1.72,0.45,0.01,0.22,2008
781,Dino Crisis,Action,M,PS,Capcom,Capcom Production Studio 4,8.9,,2.4,,,,,,1999
782,Final Fantasy V,Role-Playing,,SNES,Square,SquareSoft,7.5,,2.4,,,,,,1992
783,Monster Hunter Freedom 2,Role-Playing,T,PSP,Capcom,Capcom,7.6,,2.4,,,,,,2007
784,Pro Wrestling,Fighting,,NES,Nintendo,TRY Corporation,,,2.4,,,,,,1987
785,Theme Hospital,Strategy,E,PC,Electronic Arts,Bullfrog Productions,5.5,,,2.4,2.3,0.1,,,1997
786,God of War: Ascension,Action,M,PS3,Sony Computer Entertainment,SCEA Santa Monica Studio,,,,2.4,1.23,0.72,0.04,0.41,2013
787,Madden NFL 11,Sports,E,PS3,EA Sports,EA Tiburon,8.4,,,2.4,2.05,0.15,,0.2,2010
788,Batman: Arkham Origins,Action-Adventure,T,PS3,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,,,,2.4,1.08,0.88,0.04,0.4,2013
789,Frogger's Adventures: Temple of the Frog,Adventure,E,GBA,Konami,Konami,6.7,,,2.39,2.15,0.18,,0.07,2001
790,Zumba Fitness,Sports,E,X360,Majesco,"Pipeworks Software, Inc.",,,,2.39,1.74,0.45,,0.2,2010
791,Mario & Sonic at the London 2012 Olympic Games,Sports,E,Wii,Sega,Sega,6.8,,2.39,,,,,,2011
792,Monopoly,Misc,,PC,Hasbro Interactive,Unknown,,,,2.39,1.49,0.81,,0.1,1995
793,Mortal Kombat II (US & Others sales),Fighting,,GEN,Acclaim Entertainment,Probe Entertainment Limited,,,,2.39,1.78,0.53,,0.08,1994
794,Guitar Hero,Misc,T,PS2,RedOctane,Harmonix Music Systems,8,,,2.38,1.67,0.61,0.03,0.07,2005
795,Dead Island,Action,M,X360,Deep Silver,Techland,7,,,2.38,1.48,0.7,,0.21,2011
796,WCW/nWo Revenge,Fighting,E,N64,THQ,Aki Corp.,,,,2.38,1.94,0.39,0.03,0.02,1998
797,Ratchet & Clank (2016),Platform,E10,PS4,Sony Interactive Entertainment,Insomniac Games,,,,2.38,0.97,0.97,0.06,0.39,2016
798,Yu-Gi-Oh! The Duelists of the Roses,Misc,,PS2,Konami,Konami,,,,2.38,1.16,0.91,,0.3,2003
799,Madden NFL 08,Sports,E,X360,EA Sports,EA Tiburon,8.7,,,2.37,2.18,0.01,,0.18,2007
800,The Incredibles,Action,T,PS2,THQ,Heavy Iron Studios,5.9,,,2.37,0.96,1.08,0.04,0.3,2004
801,Tony Hawk's Underground 2,Sports,T,PS2,Activision,Neversoft Entertainment,,,,2.37,1.25,0.86,0.01,0.26,2004
802,Kirby: Triple Deluxe,Platform,E,3DS,Nintendo,HAL Laboratory,7.8,,2.37,,,,,,2014
803,Madden NFL 10,Sports,E,PS3,EA Sports,EA Tiburon,8.5,,,2.37,2.03,0.13,,0.21,2009
804,Uncharted: The Lost Legacy,Action,,PS4,Sony Interactive Entertainment,Naughty Dog,,,,2.37,0.58,1.38,0.04,0.36,2017
805,Sonic's Ultimate Genesis Collection,Misc,E10,PS3,Sega,Backbone Entertainment,8.1,,,2.36,1.39,0.64,,0.33,2009
806,Sleeping Dogs,Action-Adventure,M,PC,Square Enix,United Front Games,8.5,,2.36,,,,,,2012
807,Kirby's Dream Land 2,Platform,E,GB,Nintendo,HAL Laboratory,,,2.36,,,,,,1995
808,Pokemon Mystery Dungeon: Red Rescue Team,Role-Playing,E,GBA,Nintendo,ChunSoft,,,2.36,,,,,,2006
809,Destiny 2,Shooter,T,XOne,Activision,Bungie,,,,2.35,1.66,0.47,,0.23,2017
810,Donkey Kong Land 2,Platform,E,GB,Nintendo,Rare Ltd.,,,2.35,,,,,,1996
811,Dragon Quest Monsters,Role-Playing,E,GB,Eidos Interactive,TOSE,,,2.35,,,,,,1999
812,Pokemon Ranger: Shadows of Almia,Role-Playing,E,DS,Nintendo,HAL Laboratory,6.7,,2.35,,,,,,2008
813,WarioWare: Smooth Moves,Puzzle,E,Wii,Nintendo,Intelligent Systems,8.2,,2.35,,,,,,2007
814,LEGO Indiana Jones: The Original Adventures,Adventure,E10,Wii,LucasArts,Traveller's Tales,7.8,,,2.35,1.51,0.62,,0.22,2008
815,Lego Marvel Super Heroes,Action,E10,X360,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,2.34,1.26,0.87,,0.21,2013
816,WWE SmackDown vs Raw 2008,Fighting,T,PS2,THQ,Yuke's Media Creations,,,,2.34,0.92,0,0.01,1.41,2007
817,Dragon Age: Inquisition,Role-Playing,M,PS4,Electronic Arts,BioWare Edmonton,,,,2.34,1.07,0.8,0.08,0.38,2014
818,Kinect Sports: Season Two,Sports,E10,X360,Microsoft Studios,Rare Ltd.,6.6,,,2.33,1.38,0.72,0.02,0.21,2011
819,Madden NFL 25,Sports,E,X360,EA Sports,EA Tiburon,7.8,,,2.33,2.02,0.07,,0.25,2013
820,Art Academy,Misc,E,DS,Nintendo,Headstrong Games,6.8,,2.33,,,,,,2010
821,My Fitness Coach,Sports,E,Wii,Ubisoft,Ubisoft,7.1,,,2.32,1.18,0.9,,0.24,2008
822,Assassin's Creed IV: Black Flag,Action,M,XOne,Ubisoft,Ubisoft Montreal,8.3,,,2.32,1.51,0.59,,0.22,2013
823,Mario Super Sluggers,Sports,E,Wii,Nintendo,Bandai Namco Games / NOW Production,6.7,,2.32,,,,,,2008
824,Mario Tennis,Sports,E,N64,Nintendo,Camelot Software Planning,8.8,,2.32,,,,,,2000
825,Grand Theft Auto,Action,M,PS,Take-Two Interactive,DMA Design,6,,,2.32,0.79,1.35,0.04,0.14,1998
826,James Bond 007: Everything or Nothing,Shooter,T,PS2,Electronic Arts,EA Redwood Shores,,,,2.31,0.85,1.06,0.09,0.32,2004
827,Mafia II,Action,M,PC,2K Games,Illusion Softworks,7.6,,2.31,,,,,,2010
828,Need for Speed: High Stakes,Racing,E,PS,Electronic Arts,EA Canada,,,,2.31,1.58,0.64,,0.09,1999
829,Mario Paint,Misc,E,SNES,Nintendo,Intelligent Systems,,,2.31,,,,,,1992
830,The Sims 3,Simulation,T,X360,Electronic Arts,The Sims Studio,8,,,2.31,1.28,0.82,0,0.2,2010
831,Cool Boarders 3,Sports,E,PS,989 Studios,Idol Minds Digital Entertainment,,,,2.31,1.65,0.46,0.1,0.1,1998
832,LEGO Star Wars: The Complete Saga,Action,E10,PS3,LucasArts,Traveller's Tales,8,,,2.31,1.02,0.93,,0.36,2007
833,"Papers, Please",Puzzle,,PC,3909 LLC,3909 LLC,8.4,,2.31,,,,,,2013
834,Chrono Trigger,Role-Playing,E,SNES,Square,SquareSoft,8.8,,2.3,,,,,,1995
835,Final Fantasy III,Role-Playing,E10,DS,Square Enix,Matrix Software,7.4,,2.3,,,,,,2006
836,Resident Evil 4,Action,M,PS2,Capcom,Capcom Production Studio 4,9.6,9.3,2.3,,,,,,2005
837,Tabletop Simulator,Simulation,,PC,Berserk Games,Berserk Games,,,2.3,,,,,,2015
838,LEGO Harry Potter: Years 1-4,Adventure,E10,DS,Warner Bros. Interactive,Traveller's Tales,8,,,2.29,1.07,1,,0.22,2010
839,Dead Island,Action,M,PS3,Deep Silver,Techland,6.7,,,2.29,1.08,0.74,0.15,0.32,2011
840,Tomb Raider II,Adventure,,PC,Eidos Interactive,Core Design Ltd.,8.2,,,2.29,0.91,1.25,,0.13,1997
841,Need for Speed Underground 2,Racing,E,XB,Electronic Arts,EA Black Box,,,,2.28,1.38,0.8,,0.1,2004
842,Pro Evolution Soccer 2010,Sports,E,PS3,Konami,Konami,7,,,2.28,0.3,1.27,0.46,0.26,2009
843,Mario Bros.,Platform,,NES,Nintendo,Nintendo R&D1,,,2.28,,,,,,1986
844,The Legend of Zelda: The Wind Waker,Action-Adventure,E10,WiiU,Nintendo,Nintendo EAD,9.3,,2.28,,,,,,2013
845,Darksiders: Warmastered Edition,Action-Adventure,M,PC,THQ Nordic,Kaiko,,,2.28,,,,,,2016
846,FIFA Soccer 09,Sports,E,PS2,Electronic Arts,EA Canada,,,,2.28,0.38,0.07,0.01,1.82,2008
847,TOCA Championship Racing,Racing,E,PS,3DO,Codemasters,,,,2.28,0.07,2,0.02,0.18,1998
848,Star Wars Battlefront II (US sales),Shooter,T,PS2,LucasArts,Pandemic Studios,,,,2.27,2.18,0.07,,0.02,2005
849,Golf With Your Friends,Sports,,PC,Unknown,Blacklight Interactive,,,2.27,,,,,,2005
850,Animal Crossing,Simulation,E,GC,Nintendo,Nintendo EAD,8.3,,2.27,,,,,,2002
851,Classic NES Series: Super Mario Bros.,Platform,E,GBA,Nintendo,Nintendo EAD,8.3,,2.27,,,,,,2004
852,Kirby Squeak Squad,Platform,E,DS,Nintendo,"HAL Laboratory, Flagship",7.3,,2.27,,,,,,2006
853,Madden NFL 12,Sports,E,PS3,EA Sports,EA Tiburon,7.8,,,2.27,1.93,0.15,,0.18,2011
854,Borderlands 2,Shooter,,PS3,2K Games,Gearbox Software,,,,2.27,1.06,0.75,0.1,0.36,2012
855,No Man's Sky,Action-Adventure,T,PS4,Hello Games,Hello Games,6.8,,,2.26,0.89,0.97,0.04,0.37,2016
856,Cool Boarders 2,Sports,E,PS,Sony Computer Entertainment,UEP Systems,,,,2.25,1.52,0.46,0.2,0.08,1997
857,Dynasty Warriors 4,Action,T,PS2,KOEI,Omega Force,,,2.25,,,,,,2003
858,Guitar Hero III: Legends of Rock,Misc,T,PS3,RedOctane,Neversoft,8.2,8,,2.25,1.4,0.53,0.02,0.3,2007
859,Just Dance Kids,Misc,E,Wii,Ubisoft,Ubisoft Paris,,,,2.25,1.52,0.54,,0.19,2010
860,Madden NFL 15,Sports,E,PS4,EA Sports,EA Tiburon,,,,2.25,1.58,0.25,,0.41,2014
861,Call of Duty 3,Shooter,T,Wii,Activision,EXAKT Entertainment,6.8,7.3,,2.24,1.17,0.84,,0.23,2006
862,Batman: Arkham Asylum,Action,T,PC,Eidos Interactive,Rocksteady Studios,9.3,,2.24,,,,,,2009
863,Fire Emblem: Awakening,Role-Playing,T,3DS,Nintendo,Intelligent Systems,9,,2.24,,,,,,2013
864,Sonic Advance,Platform,E,GBA,Sega,Dimps Corporation / Sonic Team,,,,2.24,1.19,0.71,0.22,0.13,2002
865,Super Mario All-Stars: Limited Edition,Platform,E,Wii,Nintendo,Nintendo EAD,7.2,,2.24,,,,,,2010
866,Spyro: Season of Ice,Platform,E,GBA,Vivendi Games,Digital Eclipse,,,,2.23,1.29,0.83,,0.11,2001
